Step,Vehicle_ID,RSU_ID,Signal_Strength,Blockage_Status
4,4,41954039,0.086400535,No Obstruction
4,4,41954039,0.086400535,No Obstruction
4,4,41954039,0.086400535,No Obstruction
4,4,41954039,0.086400535,No Obstruction
4,4,41954039,0.086400535,No Obstruction
4,4,41954039,0.086400535,No Obstruction
4,4,41954039,0.086400535,No Obstruction
5,0,4347633568,0.093632198,No Obstruction
5,0,4347633568,0.093632198,No Obstruction
5,0,4347633568,0.093632198,No Obstruction
5,0,7578788226,0.015259684,No Obstruction
5,0,7578788226,0.015259684,No Obstruction
5,0,7578788226,0.015259684,No Obstruction
5,0,7578788226,0.015259684,No Obstruction
5,0,7578788226,0.015259684,No Obstruction
5,0,7578788266,0.010629467,No Obstruction
5,0,7578788266,0.010629467,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,1,41735772,0.033205699,No Obstruction
5,2,41596696,0.038812728,No Obstruction
5,2,41596696,0.038812728,No Obstruction
5,2,41596696,0.038812728,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,2,41585262,0.016606557,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,3,42306548,0.046029161,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,4,41954039,0.074797289,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
5,5,41881243,0.077112904,No Obstruction
6,0,4347633565,0.055023889,No Obstruction
6,0,7578788228,0.023744081,No Obstruction
6,0,7578788228,0.023744081,No Obstruction
6,0,7578788273,0.018455931,No Obstruction
6,0,7578788273,0.018455931,No Obstruction
6,0,7578788226,0.014685388,No Obstruction
6,0,7578788268,0.010886142,No Obstruction
6,0,7578788268,0.010886142,No Obstruction
6,0,4848195929,0.009612302,No Obstruction
6,0,4848195929,0.009612302,No Obstruction
6,1,340267810,0.046732938,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,41735772,0.025818811,No Obstruction
6,1,42233694,0.007615207,No Obstruction
6,2,41596696,0.029429171,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,2,41585262,0.01923348,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,3,42306548,0.034621806,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,4,7148450929,0.084629977,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,5,41881243,0.066349769,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
6,6,41511275,0.075164484,No Obstruction
7,0,4347633565,0.158803683,No Obstruction
7,0,7578788228,0.0269219,No Obstruction
7,0,7578788228,0.0269219,No Obstruction
7,0,7578788273,0.019861185,No Obstruction
7,0,7578788269,0.012360927,No Obstruction
7,0,7578788268,0.011116604,No Obstruction
7,0,7578788268,0.011116604,No Obstruction
7,0,7578788268,0.011116604,No Obstruction
7,0,7578788215,0.00787261,No Obstruction
7,0,7578788213,0.006893041,No Obstruction
7,1,340267810,0.075874156,No Obstruction
7,1,340267810,0.075874156,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,1,41735772,0.02128265,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41585262,0.02371969,No Obstruction
7,2,41596699,0.010509673,No Obstruction
7,2,41596699,0.010509673,No Obstruction
7,2,41596699,0.010509673,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,3,42306548,0.026187114,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450929,0.129590772,No Obstruction
7,4,7148450938,0.013247533,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,5,41881243,0.051018029,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,6,41511275,0.068261822,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
7,7,5143202598,0.154095803,No Obstruction
8,0,4848195932,0.121337688,No Obstruction
8,0,4848195934,0.030943683,No Obstruction
8,0,7578788273,0.020312503,No Obstruction
8,0,7578788269,0.012798345,No Obstruction
8,0,7578788269,0.012798345,No Obstruction
8,0,7578788268,0.011226659,No Obstruction
8,0,4848195950,0.009735555,No Obstruction
8,0,7578788215,0.008205137,No Obstruction
8,0,7578788213,0.0071236,No Obstruction
8,0,7578788211,0.006239527,No Obstruction
8,1,340267810,0.10563757,No Obstruction
8,1,340267810,0.10563757,No Obstruction
8,1,340267810,0.10563757,No Obstruction
8,1,340267810,0.10563757,No Obstruction
8,1,340267810,0.10563757,No Obstruction
8,1,41735772,0.019706339,No Obstruction
8,1,41735772,0.019706339,No Obstruction
8,1,41735772,0.019706339,No Obstruction
8,1,41735772,0.019706339,No Obstruction
8,1,41735772,0.019706339,No Obstruction
8,2,41585262,0.031651232,No Obstruction
8,2,41585262,0.031651232,No Obstruction
8,2,41585262,0.031651232,No Obstruction
8,2,41585262,0.031651232,No Obstruction
8,2,41585262,0.031651232,No Obstruction
8,2,41596699,0.011823831,No Obstruction
8,2,41596699,0.011823831,No Obstruction
8,2,41596699,0.011823831,No Obstruction
8,2,41596699,0.011823831,No Obstruction
8,2,41596699,0.011823831,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,42306548,0.020258058,No Obstruction
8,3,7035540637,0.005936323,No Obstruction
8,4,7148450929,0.164792382,No Obstruction
8,4,7148450929,0.164792382,No Obstruction
8,4,7148450929,0.164792382,No Obstruction
8,4,7148450929,0.164792382,No Obstruction
8,4,7148450929,0.164792382,No Obstruction
8,4,7148450929,0.164792382,No Obstruction
8,4,7148450938,0.013747503,No Obstruction
8,4,7148450938,0.013747503,No Obstruction
8,4,7148450938,0.013747503,No Obstruction
8,4,7148450938,0.013747503,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,5,41881243,0.038519358,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,6,41511275,0.057158271,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,5143202598,0.122166745,No Obstruction
8,7,6888729483,0.028778419,No Obstruction
8,7,6888729483,0.028778419,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
8,8,41900048,0.157460791,No Obstruction
9,0,7578788217,0.031751248,No Obstruction
9,0,7578788217,0.031751248,No Obstruction
9,0,7578788222,0.016857545,No Obstruction
9,0,4848195936,0.012940938,No Obstruction
9,0,4848195935,0.011693377,No Obstruction
9,0,4848195950,0.009973088,No Obstruction
9,0,7578788215,0.008347922,No Obstruction
9,0,7578788213,0.007217912,No Obstruction
9,0,7578788211,0.006303619,No Obstruction
9,0,7578788206,0.005620972,No Obstruction
9,1,340267810,0.200306707,No Obstruction
9,1,340267810,0.200306707,No Obstruction
9,1,340267810,0.200306707,No Obstruction
9,1,340267810,0.200306707,No Obstruction
9,1,41735772,0.017747561,No Obstruction
9,1,41735772,0.017747561,No Obstruction
9,1,41735772,0.017747561,No Obstruction
9,1,41735772,0.017747561,No Obstruction
9,1,41735772,0.017747561,No Obstruction
9,1,41735772,0.017747561,No Obstruction
9,2,41585262,0.047499647,No Obstruction
9,2,41585262,0.047499647,No Obstruction
9,2,41585262,0.047499647,No Obstruction
9,2,41585262,0.047499647,No Obstruction
9,2,41596699,0.013511447,No Obstruction
9,2,41596699,0.013511447,No Obstruction
9,2,41596699,0.013511447,No Obstruction
9,2,41596699,0.013511447,No Obstruction
9,2,41596699,0.013511447,No Obstruction
9,2,41596699,0.013511447,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,3,42306548,0.016493292,No Obstruction
9,4,7148450929,0.086686904,No Obstruction
9,4,7148450929,0.086686904,No Obstruction
9,4,7148450929,0.086686904,No Obstruction
9,4,7148450929,0.086686904,No Obstruction
9,4,7148450938,0.014281009,No Obstruction
9,4,7148450938,0.014281009,No Obstruction
9,4,7148450938,0.014281009,No Obstruction
9,4,7148450938,0.014281009,No Obstruction
9,4,7148450938,0.014281009,No Obstruction
9,4,7148450938,0.014281009,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,41881243,0.029039599,No Obstruction
9,5,42500300,0.006863096,No Obstruction
9,5,42500300,0.006863096,No Obstruction
9,5,42500300,0.006863096,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,6,41511275,0.045872724,No Obstruction
9,7,5143202598,0.082706085,No Obstruction
9,7,5143202598,0.082706085,No Obstruction
9,7,5143202598,0.082706085,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,7,6888729483,0.028641671,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,8,41900048,0.129881493,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
9,9,41881239,0.105807643,No Obstruction
10,0,4347633564,0.098929338,No Obstruction
10,0,7578788222,0.016437071,No Obstruction
10,0,7578788222,0.016437071,No Obstruction
10,0,4848195936,0.012760812,No Obstruction
10,0,4848195950,0.009706473,No Obstruction
10,0,7578788215,0.008175087,No Obstruction
10,0,7578788213,0.00709629,No Obstruction
10,0,7578788211,0.006215552,No Obstruction
10,0,7578788206,0.00555377,No Obstruction
10,0,4848195939,0.004639777,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,1,340267810,0.116677002,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,10,41516716,0.073727041,No Obstruction
10,2,41585262,0.101051786,No Obstruction
10,2,41585262,0.101051786,No Obstruction
10,2,41585262,0.101051786,No Obstruction
10,2,41596699,0.015930349,No Obstruction
10,2,41596699,0.015930349,No Obstruction
10,2,41596699,0.015930349,No Obstruction
10,2,41596699,0.015930349,No Obstruction
10,2,41596699,0.015930349,No Obstruction
10,2,42520082,0.006853354,No Obstruction
10,2,42520082,0.006853354,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,3,42306548,0.013927138,No Obstruction
10,4,7148450929,0.04772884,No Obstruction
10,4,7148450929,0.04772884,No Obstruction
10,4,7891532531,0.028925547,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,4,7148450938,0.014771257,No Obstruction
10,5,41881243,0.022995313,No Obstruction
10,5,41881243,0.022995313,No Obstruction
10,5,41881243,0.022995313,No Obstruction
10,5,41881243,0.022995313,No Obstruction
10,5,41881243,0.022995313,No Obstruction
10,5,41881243,0.022995313,No Obstruction
10,5,42500300,0.007299089,No Obstruction
10,5,42500300,0.007299089,No Obstruction
10,5,42500300,0.007299089,No Obstruction
10,5,42500300,0.007299089,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,6,41511275,0.034897074,No Obstruction
10,7,5143202598,0.056495391,No Obstruction
10,7,5143202598,0.056495391,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,7,6888729483,0.02561782,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,8,41900048,0.0902746,No Obstruction
10,9,41881239,0.090375622,No Obstruction
10,9,41881239,0.090375622,No Obstruction
10,9,41881239,0.090375622,No Obstruction
